title,viewCount,likeCount,dislikeCount,publishedAt
キマった世界観で美女が尻相撲する神ゲー【スーパーギャルデリックアワー】,165724,5070,49,2020-03-20T13:36:52Z
【最終回】まともにプレイしないとナレーションにキレ散らかされるゲーム【ICEY】,168200,4293,71,2020-03-16T15:46:33Z
まともにプレイしないとナレーションにキレ散らかされるゲーム【ICEY】,329383,7518,192,2020-03-15T14:23:29Z
買い出し行ってきたよ〜,304575,8334,100,2020-03-09T13:39:00Z
【ミトとカエデ】ミトちゃんオーディションの巻/1-2-Switchの巻【楓と美兎】,195641,6460,55,2020-03-02T14:27:29Z
専門家の元で食事を４日間抜いてみた,318275,8862,96,2020-03-01T13:29:08Z
世界一怖いコンビニ・バイトを見ましょう【夜勤事件】【にじさんじ/月ノ美兎】,477820,9496,154,2020-02-25T13:50:14Z
究極のドロドロ恋愛ゲームでハーレムエンド目指す【School Days/最終回】【月ノ美兎/にじさんじ】,244363,6076,67,2020-02-24T14:20:42Z
約5分でわかるドロドロすぎたギャルゲー実況【School Days】【月ノ美兎/にじさんじ】,167989,5810,27,2020-02-21T11:00:11Z
【は】は【は】,223209,7324,64,2020-02-18T13:22:23Z
School Daysを最後までプレイする月ノ美兎【ほのぼのギャルゲー最終回】【にじさんじ】,241869,6005,67,2020-02-12T14:39:04Z
伝説的ほのぼのギャルゲーを実況プレイする月ノ美兎【School Days L×H 】【にじさんじ】,314670,7762,79,2020-02-11T14:13:23Z
【絶体絶命都市2】狂人達が災害から逃げ惑うカオスゲー【にじさんじ/月ノ美兎】,228958,4320,127,2020-02-09T08:42:06Z
あなたのインターネットはどこから？,263527,8700,86,2020-02-08T14:50:44Z
【#しのごの】楽曲制作第1弾！みんなでしのごの作曲に参加しよう！【にじさんじ/月ノ美兎】,145275,5213,716,2020-02-06T14:22:18Z
おっ◯い見たら千円募金するぎゃる☆がん実況  ~◯っぱいで救える命がある~【千円ボイン】,221006,6145,83,2020-02-04T15:20:33Z
【SIREN初見/最終回】最恐ジャパニーズホラゲーのラストを見届ける【にじさんじ】,156908,4371,100,2020-02-03T12:55:38Z
【絶体絶命都市2】殺人鬼が災害から逃げ惑うカオスゲー【にじさんじ/月ノ美兎】,183454,3399,72,2020-02-02T06:19:57Z
【絶体絶命都市2】災害と選択肢でカオスと化した都市【にじさんじ/月ノ美兎】,313362,5544,120,2020-02-01T09:32:46Z
【Minecraft】何もかもが分からなくなってきたので救済【にじさんじ/月ノ美兎】,168020,4238,32,2020-01-31T15:17:38Z
最下位とったら歯医者予約(制限時間有) 【マリオカート8DX】【月ノ美兎/にじさんじ】,134581,4843,64,2020-01-30T12:44:23Z
今日もワンデイ…,205102,5783,52,2020-01-28T14:25:53Z
【Minecraft】おっきめのカエデを作るぜ！【にじさんじ/月ノ美兎】,162390,5179,61,2020-01-24T14:33:42Z
【Minecraft】おっきめのミトとカエデを作るぜ！【にじさんじ/月ノ美兎】,295103,7390,91,2020-01-21T15:20:32Z
エヴァ公式ゲームのk…バカゲーを実況【名探偵エヴァンゲリオン】,413526,7835,104,2020-01-20T15:55:05Z
ど〜する！？,265176,7215,83,2020-01-19T14:20:24Z
【SIREN初見】最恐ジャパニーズホラゲーの難易度がヤバイ#6【にじさんじ】,197543,4199,69,2020-01-19T08:25:31Z
【SIREN初見】最恐ジャパニーズホラゲーから逃げるな#5【にじさんじ】,193464,4557,75,2020-01-18T15:33:20Z
女性がマウスと戯れて踊る謎の激ムズゲー耐久【ヨーロッパ企画/マウスダンスレボリューション】,126399,4423,48,2020-01-16T14:22:33Z
【クレーンゲーム】ドローンとか空気砲とかぬいぐるみとか手に入れたい！【にじさんじ/月ノ美兎】,199588,5076,107,2020-01-15T12:48:51Z
【デレステ】初見の曲とわたくしを解放する_わたくしは音ゲーがうまい【にじさんじ/月ノ美兎】,260208,5914,82,2020-01-14T15:23:17Z
【SIREN初見】最恐ジャパニーズホラゲーから逃げるな#4【にじさんじ】,207337,4677,70,2020-01-13T07:29:03Z
【SIREN初見】最恐ジャパニーズホラゲー2人ならきっとできる#3【にじさんじ】,340335,7474,109,2020-01-12T12:29:57Z
むむっ！インターネットの匂いw,275872,7238,71,2020-01-09T13:36:06Z
【Minecraft】にじさんじ王国を旅しながらしゃべるんだ【風来のJK組】,306454,7717,90,2020-01-08T15:45:00Z
奇(跡的な神)ゲーやる【名探偵コンナンくん in インド】,185929,5838,93,2020-01-07T13:13:56Z
【SIREN初見】最恐ジャパニーズホラーゲームたのしい#2【月ノ美兎/にじさんじ】,257847,5824,100,2020-01-06T15:11:41Z
【SIREN初見】最恐ジャパニーズホラーゲームやる【月ノ美兎/にじさんじ】,565296,9325,218,2020-01-04T10:09:05Z
新年なのでいまから時空を歪めます,363925,13903,119,2020-01-02T13:45:44Z
ねんま…（その口塞いでやるよ…）…!?…チュ…ッ…///,307712,8028,62,2019-12-31T14:03:30Z
わたくしの”カノジョたち”に約10年ぶりに再会する【ラブプラスevery】,318892,7213,113,2019-12-29T10:09:48Z
マ、マウッイ〜(＞＜),142530,4517,30,2019-12-26T14:24:43Z
海に落とされないように歌う配信【クリスマス】,240488,9945,84,2019-12-25T12:34:45Z
走らすにぃ〜＾＾｜にじさんじ杯Eリーグ予選 月ノ美兎の視点【にじさんじ】,308286,6556,81,2019-12-21T17:28:06Z
知らない人との通話でも本気出せば完全特定できてしまう説【斎藤さん】,162442,9507,49,2019-12-18T11:00:02Z
ハワイから失礼！JK組です！,219431,8518,107,2019-12-17T13:40:30Z
【ネストボール級】ネタパしかいない最下層ランクがあるってマジ？【ポケットモンスターソードシールド】【にじさんじ/月ノ美兎】,1075328,20642,1010,2019-12-15T11:00:12Z
"【視聴者参加型】マリカ8DXでさ…""やる""よ？わたくしは…",118671,2123,35,2019-12-14T10:04:01Z
「プリっ…w」,215243,5911,71,2019-12-13T14:33:05Z
リスナーから届いたトンデモ家具を開封する,256936,7153,79,2019-12-11T14:13:20Z
喜多見柚SSR引くまで眠れないガチャ【月ノ美兎withリゼ皇女】,521647,13826,219,2019-12-09T16:24:36Z
丸呑みフェチ御用達のお店に行ったことなどを,296812,7874,84,2019-12-06T15:19:17Z
【ポケットモンスターソードシールド】ガチダブルバトルいくぜ【月ノ美兎/本間ノ葛也】,126599,3497,296,2019-12-05T15:37:29Z
バーチャルユーチューバーだけど彼氏と子供できました,180872,9761,114,2019-12-03T10:00:12Z
最終回！迫り来る嵐【ライフイズストレンジ/Life is strange】,150717,5700,113,2019-12-02T14:57:09Z
ここまでゴリゴリの百合ゲーだとは思ってなかった【ライフイズストレンジ/LIFE IS STRANGE】,222838,4487,74,2019-12-01T09:07:20Z
ゴリゴリのスクールカーストを感じろ【ライフイズストレンジ/LIFE IS STRANGE】,218547,4588,102,2019-11-30T11:18:43Z
選択肢だらけの人生、もし選び直せるのなら【ライフイズストレンジ/LIFE IS STRANGE】,241528,5139,83,2019-11-28T15:18:19Z
【本間ノ葛也】リスナーからもらうポケモンでバトルだぜ！,150552,3889,222,2019-11-22T14:49:07Z
【ポケモン シールド】最後のバッヂ~ストーリー編最終回！目指せマスポケ！【にじさんじ/月ノ美兎】,306150,5292,155,2019-11-20T16:42:02Z
【斎藤さん】リングフィットしながら知らない人と通話したらヤバい人になれた,370050,16818,113,2019-11-19T12:30:09Z
【ポケモン シールド】バッチ5個目からおおおじゃいじゃいじゃい！！！！！【にじさんじ/月ノ美兎】,285610,4504,112,2019-11-18T15:44:45Z
【ポケモン シールド】容姿端麗！頭脳明晰！ポケモンマスター！【にじさんじ/月ノ美兎】,565711,7307,219,2019-11-17T13:03:31Z
★初心者歓迎★月ノ美兎ちゃん限定なりきりチャット★Free Chat★,0,12918,3,2019-11-13T00:31:45Z
加藤浩次氏の結婚のきっかけでありバカゲー界の金字塔【鈴木爆発】,171937,5384,107,2019-11-12T13:00:36Z
バーチャルユーチューバーが不審者に凸されてしまった話,417840,23663,107,2019-11-11T12:00:12Z
【本間ノ葛也】瞬時にルールを理解しまくれ！【PUMMEL PARTY】,286724,9277,248,2019-11-10T14:11:33Z
音ゲーをゲームキャラが自分で実況プレイする【グルーヴコースターワイワイパーティー!!!!】,200861,6322,54,2019-11-08T13:39:20Z
わぬ！わふっ・・・,196176,6327,54,2019-11-05T14:53:49Z
【5分でわかる】清楚委員長 VS ドスケベ忍者両奈【閃乱カグラ】,144960,6470,28,2019-11-04T12:30:11Z
ピンボールがやりたくてこのゲームを選びました（大嘘）,215287,6242,57,2019-11-01T12:56:39Z
肉体を強化せし【リングフィットアドベンチャー】,324351,7918,141,2019-10-31T12:38:22Z
月ノ美兎の声真似を募集した結果・・・,849612,18794,163,2019-10-29T12:38:26Z
【伝説】月ノ美兎 泣ける名言集,277066,13282,107,2019-10-28T13:00:08Z
【新3Dで】本物の月ノ美兎に投票しろ！【#3DJK組リレー】,205196,8815,74,2019-10-25T10:39:04Z
【#3】２万で購入した謎のバカゲー実況・完結【クッキングファイター好】,127483,4189,39,2019-10-24T13:22:03Z
【#2】出品者に騙されて２万円で買ったバカゲー実況【クッキングファイター好】,171625,5036,46,2019-10-22T12:54:00Z
楓と美兎 ~休日編~,426420,9688,105,2019-10-20T10:06:15Z
家族でやりあうぞの人狼【#にじさんじんろう】,154927,4113,72,2019-10-18T16:30:35Z
【#1】謎に高額なバカゲーの正体を探る【クッキングファイター好】,316940,7938,117,2019-10-16T12:50:12Z
2次元女とおはなしするプク,245027,6909,78,2019-10-14T12:55:45Z
【最終回】いやこれ何ゲーだよ 【アンティルドーン/UNTIL DAWN#5】,171910,4103,101,2019-10-11T13:16:54Z
みゃ〜,221569,7180,82,2019-10-07T13:07:43Z
究極の選択肢、あなたならどうする？ 【アンティルドーン/UNTIL DAWN# 4】,155464,3704,61,2019-10-04T12:58:10Z
【5分まとめ】これがテラスハウスちゃんですか【UNTIL DAWN】#1,189999,5438,27,2019-09-30T15:30:13Z
この夜、誰かが死ぬ #2【アンティルドーン/UNTIL DAWN】,148811,3935,41,2019-09-29T14:34:25Z
月ノ美兎・爆誕スペシャル【ヨーロッパ企画実況・寿命公開・凸待ち】,579672,17149,287,2019-09-24T16:01:07Z
女の子と向かい合って話すピュアな店【ドリームクラブgogo #2】,147626,4170,56,2019-09-09T14:12:42Z
【癒し】私と一緒にお話しましょう♪【雑談】,260626,13199,195,2019-09-05T14:19:02Z
百個怖い話言うまで帰れない放送2019【後半】,549978,13408,431,2019-08-31T23:27:57Z
【新・アイドル衣装】うたう月ノ美兎【お披露目放送】,181458,8579,265,2019-08-29T14:16:33Z
うそつき - 月ノ美兎 cover,638891,19310,135,2019-08-27T14:00:11Z
よりぬき美兎ちゃん デトロイト編【10分ちょっと】,780119,15610,128,2019-08-23T09:00:10Z
夏休みの宿題みてこうね,216693,7617,71,2019-08-20T14:19:15Z
［【《『「」』》】］,269489,7073,90,2019-08-09T13:54:30Z
ラストまで突っ走るアンドロイド【Detroit: Become Human #最終回】,280138,7031,344,2019-08-05T15:02:53Z
【Project Winter】犯人はこの中の２人【雪山人狼】,225006,5755,69,2019-08-02T15:32:35Z
実質ギャルゲー【Detroit: Become Human #5】,222171,4538,103,2019-08-01T15:29:00Z
全員悪人【Detroit: Become Human #3】,235044,4948,141,2019-07-27T15:19:42Z
プラスチックさんこめかみ真っ赤で草【Detroit: Become Human #2】,235237,5355,149,2019-07-25T12:21:48Z
超絶マルチエンディングゲーム・デトロイト実況【Detroit: Become Human】,386949,7794,222,2019-07-23T15:17:57Z
人生初・海外行ったから感想聞いてくれ会【in 上海】,193576,6613,117,2019-07-22T14:02:16Z
【歌ってみた】さらばかゆみ with 剣持【股間戦士エムズーン】,239088,11056,55,2019-07-16T06:27:02Z
もう知らん,204159,7352,125,2019-07-13T13:51:31Z
おばけ倒したるわ 最終回【OUTLAST実況配信】,109677,3643,47,2019-07-10T13:38:22Z
いいや喋るね,215952,6572,97,2019-07-09T14:38:41Z
ASMRになりたい女たち【イヤホンorヘッドホン着用推奨】,525317,18712,465,2019-07-07T14:21:11Z
【デレステ】己を開放する時がきた,211249,6042,98,2019-06-28T14:48:46Z
ギャンブル体験談(フィクション)と一発芸練習,169267,5309,73,2019-06-25T11:35:36Z
股間大学オープンキャンパス特別授業生放送 supported by デリケアエムズ,213602,10033,120,2019-06-20T12:29:16Z
四角い楓と美兎【マインクラフト編】,164276,4544,65,2019-06-19T15:44:01Z
【ホラー実況】OUTLASTから逃げるな【#5】,121661,4016,47,2019-06-19T13:03:20Z
【GTA5】はじめてのコンビニ強盗【フリーモード】,383398,7333,143,2019-06-15T12:58:58Z
【楓と美兎】ロキ【歌ってみた】,2546320,56603,573,2019-06-10T11:58:47Z
【本物の月ノ美兎に投票しろ！】,134149,8188,50,2019-06-10T11:09:31Z
【伝説のソフト】神ゲーやる【四八(仮)#2-2】,132794,3043,48,2019-06-08T13:14:55Z
フェチ系レイヤーと付き合う謎ゲー,108539,3503,55,2019-06-07T14:19:45Z
【伝説のソフト】神ゲーやる【四八(仮)】,263786,6104,105,2019-06-06T13:54:06Z
トド食ったり宇宙で悟りを開いた話【レポ雑談】,215960,6208,80,2019-06-01T13:58:36Z
【APEX】混沌のJK組【ASMR】,337209,10993,167,2019-05-26T15:33:14Z
バーチャルメイドによる健全リフレ講座【シノビリフレ】,252341,8731,116,2019-05-25T12:49:20Z
JK組で四角いにじさんじ王国を冒険,221991,6589,69,2019-05-22T14:47:44Z
みとちゃんの着衣風呂配信,194709,7830,108,2019-05-17T12:14:22Z
平成に取り残された女,221680,8077,79,2019-05-07T14:23:40Z
生死を賭けた戦いとエロス【レポ雑談】,286954,8079,91,2019-04-22T14:31:24Z
月ノ美兎、〇〇になる！？,107805,4917,77,2019-04-21T07:58:15Z
日本への認識が怪しい洋・奇ゲー【Nippon Marathon】,176505,5092,101,2019-04-17T13:44:37Z
システムが超革新的と噂のゲーム【GOROGOA 後編】,92071,3218,56,2019-04-14T11:26:39Z
システムが超革新的と噂のゲーム【GOROGOA】,174239,4463,102,2019-04-12T14:40:05Z
【月ノ美兎】ネコミミモード/Neko mimi mode【歌ってみた】,339359,11008,140,2019-04-09T12:57:45Z
あいがたりない(feat.中田ヤスタカ)月ノ美兎ソロver.,272030,9572,59,2019-04-05T11:58:11Z
月ノ美兎「」,209753,6207,97,2019-04-05T04:45:36Z
春なのでブリーフ姿の変質者と闘う,213154,6301,72,2019-03-25T13:05:53Z
ギャルゲーで隠れSと噂の委員長と対決する #最終回【アマガミ】,339544,6945,119,2019-03-23T15:04:38Z
ギャルゲーで隠れSと噂の委員長と対決する #6【アマガミ】,254327,4934,84,2019-03-18T14:41:51Z
ギャルゲーで隠れSと噂の委員長と対決する #5【アマガミ】,275680,5084,100,2019-03-15T15:46:19Z
月ノ美兎、自分のツイートを断罪,227645,6106,100,2019-03-09T13:00:50Z
バーチャルユーチューバー、魂のお料理配信,208219,6118,150,2019-03-08T13:05:45Z
にじさんじ初・彼氏持ちVtuber配信,314611,13201,420,2019-03-02T12:10:42Z
【For フルーツバスケット】 cover.月ノ美兎 【試聴動画】,128451,4606,62,2019-02-26T11:00:07Z
ギャルゲーで隠れSと噂の委員長と対決する #4【アマガミ】,370543,7152,118,2019-02-22T14:04:06Z
ギャルゲーで隠れSと噂の委員長と対決する #3【アマガミ】,384900,8097,110,2019-02-19T16:26:23Z
ギャルゲーで隠れSと噂の委員長と対決する #2【アマガミ】,420907,7995,168,2019-02-16T16:30:34Z
ギャルゲーで隠れSと噂の委員長と対決する #1【アマガミ】,478037,10174,357,2019-02-12T14:13:41Z
新衣装コンテスト結果発表！【ファッションショー】,242908,7156,118,2019-02-04T15:05:28Z
0から始める全部四角いゲーム,359287,10312,228,2019-01-17T15:21:28Z
二次元の女子高生としゃべろう,232675,7627,211,2019-01-10T17:39:34Z
楓と美兎~あけましておめでとう~,165343,6522,128,2019-01-01T14:44:47Z
【2018年LAST】にじさんじMIX UP!! アフタートーク【#5】,112276,4684,100,2018-12-27T14:05:49Z
クリスマスイブのお歌配信,423051,14407,229,2018-12-24T15:48:11Z
温泉キマりチャレンジとかの話（嬉しい事後報告もあるよ！）,181530,4864,92,2018-12-21T15:38:08Z
みとうヤッタゼでおしゃべる,134308,4994,116,2018-12-17T11:09:20Z
楓と美兎〜マリカー編〜,181178,5355,98,2018-12-15T10:08:12Z
おばけと闘う月ノ美兎 其の４,174929,5638,134,2018-12-04T13:40:14Z
月ノ美兎の放課後ラジオ #8,541645,11994,181,2018-11-30T15:38:06Z
月ノ美兎の放課後ラジオ #8[イントロ],111154,3748,134,2018-11-30T13:57:22Z
日本が誇る超絶エリートBIG企業との対談in洗濯機,116210,4859,891,2018-11-26T04:49:35Z
おばけと闘う月ノ美兎 其の3,302784,7749,141,2018-11-23T13:09:53Z
納豆から始まる,176545,7747,359,2018-11-16T13:37:46Z
幽霊の話を聞いて欲しい,243899,7322,124,2018-11-09T15:19:29Z
みとちゃんと行く温泉【大乱闘編】,172029,8494,50,2018-11-09T12:28:35Z
月ノ美兎～REALITY～ #7,118258,3741,97,2018-10-28T13:33:17Z
JK組ハロウィン配信,197012,6282,118,2018-10-26T14:53:51Z
月ノ美兎はすげーしゃべる,281983,7077,197,2018-10-19T15:29:27Z
みとちゃんと行く温泉【入浴編】,208144,12275,78,2018-10-18T13:42:51Z
月ノ美兎の放課後ラジオ #７,226475,7915,169,2018-10-08T13:14:28Z
JK組REALITYコラボ,203176,8335,185,2018-09-30T14:02:07Z
誕生日翌日にやるゲームといったらやっぱツッコマニアだよね,290897,3372,201,2018-09-25T11:48:31Z
月ノ美兎～REALITY～ #4,138315,4485,111,2018-09-23T13:43:00Z
みとぽん生放送　月ノ美兎 × ウェザーロイドAiri コラボ生放送 2018.09.20,232887,9532,88,2018-09-20T15:12:49Z
自分の初回放送にツッコミむ動画,377230,8879,500,2018-09-14T14:59:23Z
月ノ美兎の放課後ラジオ #6,276910,8248,195,2018-09-09T14:03:24Z
理想のギャルゲーの話【三物語もあるよ！】,184244,5453,94,2018-09-05T15:22:27Z
百個怖い話言うまで帰れない放送#1【百物語】,598461,13034,454,2018-09-01T20:19:10Z
百個怖い話言うまで帰れない放送#2【百物語】,387357,7925,262,2018-09-01T20:18:46Z
百個怖い話言うまで帰れない放送#3【百物語】,254310,6733,138,2018-09-01T20:17:43Z
わたくし以外ヤ○中の街から逃げるゲーム1【We Happy Few】,176007,3110,107,2018-08-22T17:36:09Z
10分で分かる月ノ美兎 * GO【にじさんじ】,359099,9143,103,2018-08-21T10:40:57Z
月ノ美兎 ~REALITY~ #1,164864,4693,83,2018-08-15T11:57:45Z
月ノ美兎の放課後ラジオ #5,335786,12119,229,2018-08-14T13:04:18Z
【にじさんじJK組】平成最後の夏休み配信,218548,5830,124,2018-08-10T14:29:35Z
シュガーソングとビターステップ OFF(全部美兎),595181,21982,677,2018-07-31T12:31:48Z
電子機器で操作可能な無料遊戯と罰遊戯,297778,12106,703,2018-07-23T12:59:40Z
第一回！みかえるコラボ,542443,11121,392,2018-07-16T10:06:16Z
第一回 ひとり属性別生放送,331582,8146,452,2018-07-10T16:20:28Z
JK組七夕配信【にじさんじJK組】,230611,5812,160,2018-07-06T15:11:16Z
月ノ美兎の放課後ラジオ #4,352091,12938,404,2018-06-30T16:31:17Z
JK組雨宿り配信【月ノ美兎・樋口楓・静凛】,241945,7140,213,2018-06-22T14:14:59Z
楓と美兎～寝落ち耐久配信～,660486,17347,364,2018-06-19T03:32:39Z
月ノ美兎の放課後ラジオ #3,336079,11540,730,2018-06-08T16:01:12Z
自分を知る放送,347978,9200,347,2018-05-29T15:56:11Z
特注ゲームとSUSHI 雑談編（後編）【2018.4.25】,125575,2371,75,2018-05-24T02:23:33Z
特注ゲームとSUSHI ゲーム編（前半）【2018.4.25】,142078,2480,69,2018-05-24T02:23:19Z
月ノ美兎のVR教室生放送,358849,9715,398,2018-05-19T13:22:46Z
突如家にやってきたヨメミちゃんと喋る動画,374035,13768,170,2018-05-16T10:00:03Z
個性派ゲームフェス実況(9) full,382383,11316,276,2018-05-15T14:03:21Z
質問箱からの卒業,344720,8098,191,2018-05-06T19:02:15Z
JK組感想会,300810,8199,210,2018-05-01T19:30:46Z
楓と美兎-後編-(4/28アーカイブ),240416,11757,274,2018-04-28T16:36:46Z
月ノ美兎の放課後ラジオ 30.4.23,715302,18287,414,2018-04-23T13:40:45Z
10分で分かる月ノ美兎 *フォ〜【にじさんじ】,684378,12910,182,2018-04-22T02:47:45Z
【月ノ美兎・樋口楓・静凛】JK組お花見配信【後編】,102282,1802,46,2018-04-20T05:45:52Z
月ノ美兎の公式ニコ生反省会【雑談】,355891,10963,203,2018-04-10T14:03:21Z
かかったな？,376929,10818,190,2018-04-01T06:24:48Z
月ノ美兎の特注ゲーム＆雑談会,416020,7833,210,2018-03-30T16:17:26Z
個性派ゲームフェス実況(8)【原人にトイレットペーパーを食わせる】,194547,3364,70,2018-03-28T14:13:07Z
月ノ美兎の個性派ゲームフェス実況(7)【委員長ついにアホを露呈するの巻】,207206,3057,86,2018-03-28T03:55:17Z
月ノ美兎の個性派ゲームフェス実況(6)【女の子をオトすの巻】,286204,10517,192,2018-03-25T15:45:18Z
月ノ美兎の放課後ラジオ #1,677481,19006,365,2018-03-18T14:32:21Z
【にじさんじJK組】WHITE DAY LIVE,465875,9527,263,2018-03-14T13:48:08Z
10分で分かる月ノ美兎*3【にじさんじ公式】,815997,13590,209,2018-03-13T22:00:00Z
隠し部屋を発見しました,308171,3938,150,2018-03-12T11:00:03Z
月ノ美兎がラジオやりたいと吠えるだけの動画,191055,3907,78,2018-03-11T22:00:04Z
月ノ美兎の特注ゲーム回,440057,6400,159,2018-03-10T14:02:15Z
月ノ美兎、模様替えに失敗して前科持ちになる【雑談配信】,626620,17886,537,2018-03-06T14:13:10Z
月ノ美兎、コロッケを作ったりする 【自由律フラッシュ回 #1】,341904,4739,140,2018-03-03T16:39:16Z
10分で分かる月ノ美兎  *２【にじさんじ公式】,852446,14525,261,2018-02-28T14:24:47Z
迷いウサギ月ノ美兎、迷宮を冒険,365939,5803,124,2018-02-28T13:49:39Z
おばけと闘う月ノ美兎 其の2【OUTLAST実況配信】,261155,3249,76,2018-02-26T15:29:51Z
月ノ美兎の個性派ゲームフェス実況(4)【友達を優先してダンスの巻】,231129,2848,82,2018-02-20T22:00:04Z
月ノ美兎の個性派ゲームフェス実況(3)【喜多が来てダンスの巻】,172798,2373,63,2018-02-20T03:52:10Z
月ノ美兎の個性派ゲームフェス実況(2)【ダンスとキス顔の巻】,185216,2723,73,2018-02-19T11:32:12Z
10分で分かる月ノ美兎【にじさんじ公式】,1537114,20524,520,2018-02-16T04:40:17Z
月ノ美兎の個性派ゲームフェス実況(1),433314,4687,149,2018-02-13T13:23:14Z
月ノ美兎の雑談生放送（１）,318743,4033,105,2018-02-11T11:39:21Z
月ノ美兎、名探偵になるの巻【にじさんじ公式】,372604,5915,106,2018-02-10T15:07:28Z
にじさんじ公式バーチャルユーチューバー 8人始動！,759314,15068,248,2018-02-08T00:54:33Z
